Topic 0
Topic coherence: -16663.8385267
AVG: -2.77962277343
SD:  1.14641111975
fell oper  0.000347088407815     -5.78382518233/-16663.8385267
earn oper  0.000347088407815     -5.78382518233/-16663.8385267
oper piedmont  0.000347088407815     -5.78382518233/-16663.8385267
oper reduce  0.000347088407815     -5.78382518233/-16663.8385267
oper shell  0.000347088407815     -5.78382518233/-16663.8385267
cubic oper  0.000347088407815     -5.78382518233/-16663.8385267
oper previously  0.000347088407815     -5.78382518233/-16663.8385267
analyst oper  0.000347088407815     -5.78382518233/-16663.8385267
net shell  0.000346303679855     -5.77074860233/-16663.8385267
result usair  0.000346282889908     -5.770402162/-16663.8385267
chemlawn result  0.000346282889908     -5.770402162/-16663.8385267
earlier mths  0.000346157998743     -5.76832099579/-16663.8385267
note shell  0.000345466412238     -5.75679650994/-16663.8385267
corp piedmont  0.00034473476564     -5.74460446918/-16663.8385267
chemlawn company  0.000344681399533     -5.74371518499/-16663.8385267
current piedmont  0.000343669181527     -5.72684774759/-16663.8385267
mln usair  0.000342845004944     -5.71311380209/-16663.8385267
excludes report  0.000342832617663     -5.71290738243/-16663.8385267
earnings piedmont  0.000342184929865     -5.70211441756/-16663.8385267
credit usair  0.000341883622874     -5.69709348651/-16663.8385267
credit piedmont  0.000341883622874     -5.69709348651/-16663.8385267
piedmont subsidiary  0.00034147951237     -5.69035945432/-16663.8385267
expect rev  0.000341357746654     -5.6883303701/-16663.8385267
bank rev  0.000341317103115     -5.68765309273/-16663.8385267
piedmont unit  0.000341140662328     -5.68471291194/-16663.8385267
exclude piedmont  0.000341072662113     -5.68357976734/-16663.8385267
canadian qtr  0.000340809651394     -5.67919699918/-16663.8385267
fell qtr  0.000340809651394     -5.67919699918/-16663.8385267
excludes pct  0.0003406630347     -5.67675380227/-16663.8385267
chemlawn reduce  0.000338465380502     -5.64013244758/-16663.8385267
chemlawn dlrs  0.000338044655019     -5.63312154607/-16663.8385267
chemlawn march  0.000338016024206     -5.63264444682/-16663.8385267
canadian piedmont  0.000337714573066     -5.62762111369/-16663.8385267
canadian chemlawn  0.000337714573066     -5.62762111369/-16663.8385267
avg canadian  0.000337714573066     -5.62762111369/-16663.8385267
month piedmont  0.000337063461618     -5.61677109767/-16663.8385267
chemlawn extraordinary  0.00033662542914     -5.60947179518/-16663.8385267
extraordinary shell  0.00033662542914     -5.60947179518/-16663.8385267
piedmont resource  0.000336405208038     -5.6058020663/-16663.8385267
chemlawn resource  0.000336405208038     -5.6058020663/-16663.8385267
include usair  0.000335478820653     -5.59036489651/-16663.8385267
include piedmont  0.000335478820653     -5.59036489651/-16663.8385267
avg week  0.000335235599002     -5.58631189018/-16663.8385267
loan usair  0.000335179330659     -5.58537424361/-16663.8385267
loan piedmont  0.000335179330659     -5.58537424361/-16663.8385267
loan shell  0.000335179330659     -5.58537424361/-16663.8385267
increase mths  0.000334840608125     -5.57972982599/-16663.8385267
december shell  0.000334157372854     -5.56834450376/-16663.8385267
shell year  0.000333862159552     -5.56342511696/-16663.8385267
avg sell  0.000333408316197     -5.55586234458/-16663.8385267
operation shell  0.000332375144762     -5.53864574262/-16663.8385267
period piedmont  0.000331980599074     -5.53207109697/-16663.8385267
chemlawn provision  0.00033158344221     -5.52545293913/-16663.8385267
dlrs usair  0.000330533591902     -5.50795840311/-16663.8385267
dlrs piedmont  0.000330533591902     -5.50795840311/-16663.8385267
report usair  0.000329441732306     -5.48976383112/-16663.8385267
due piedmont  0.000329309441962     -5.48755936619/-16663.8385267
rev rise  0.000329226612159     -5.48617910372/-16663.8385267
business chemlawn  0.000329226612159     -5.48617910372/-16663.8385267
business shell  0.000329226612159     -5.48617910372/-16663.8385267
earlier rev  0.000329226612159     -5.48617910372/-16663.8385267
piedmont result  0.000329019036085     -5.48272008955/-16663.8385267
compare shell  0.000328643580118     -5.47646355193/-16663.8385267
cash excludes  0.000328054827979     -5.46665268137/-16663.8385267
cash shrs  0.000328054827979     -5.46665268137/-16663.8385267
rise shr  0.000327579631739     -5.45873408795/-16663.8385267
canadian shr  0.000327579631739     -5.45873408795/-16663.8385267
natural shr  0.000327579631739     -5.45873408795/-16663.8385267
share shell  0.000326833834565     -5.44630624426/-16663.8385267
excludes u.s.  0.000326715831721     -5.44433986392/-16663.8385267
canada discontinue  0.000326340134669     -5.43807930892/-16663.8385267
discontinue piedmont  0.000326340134669     -5.43807930892/-16663.8385267
discontinue shell  0.000326340134669     -5.43807930892/-16663.8385267
cubic discontinue  0.000326340134669     -5.43807930892/-16663.8385267
include shell  0.000326228210143     -5.43621421668/-16663.8385267
natural qtr  0.000325728226554     -5.4278825709/-16663.8385267
high shrs  0.000325198721504     -5.41905898424/-16663.8385267
lt piedmont  0.00032496187785     -5.41511225983/-16663.8385267
avg high  0.000324753870074     -5.41164605186/-16663.8385267
avg increase  0.000323899458131     -5.39740826919/-16663.8385267
excludes unit  0.000323876808505     -5.39703083948/-16663.8385267
mln shell  0.000323734538252     -5.39466007097/-16663.8385267
chemlawn end  0.000323242393896     -5.38645905687/-16663.8385267
cash shr  0.000321860050405     -5.36342390815/-16663.8385267
cubic note  0.000321134376887     -5.35133140183/-16663.8385267
piedmont reserve  0.000320976080348     -5.34869357387/-16663.8385267
reserve shell  0.000320976080348     -5.34869357387/-16663.8385267
chemlawn income  0.000320737849853     -5.34472373936/-16663.8385267
piedmont u.s.  0.000320393127892     -5.33897934827/-16663.8385267
excludes sell  0.00032001743084     -5.33271879327/-16663.8385267
sell shrs  0.00032001743084     -5.33271879327/-16663.8385267
mths sell  0.00032001743084     -5.33271879327/-16663.8385267
rev week  0.000319976001648     -5.33202842389/-16663.8385267
high rev  0.000319976001648     -5.33202842389/-16663.8385267
cash qtr  0.000319405522725     -5.32252205524/-16663.8385267
operating piedmont  0.000318846463287     -5.31320597904/-16663.8385267
chemlawn operating  0.000318846463287     -5.31320597904/-16663.8385267
cubic march  0.000317824263701     -5.2961722102/-16663.8385267
gain usair  0.000317349872432     -5.28826703069/-16663.8385267
cubic gain  0.000317349872432     -5.28826703069/-16663.8385267
chemlawn subsidiary  0.000317147477019     -5.28489434622/-16663.8385267
earlier shr  0.000316638481746     -5.27641253116/-16663.8385267
estimate shr  0.000316638481746     -5.27641253116/-16663.8385267
earn piedmont  0.000316433668635     -5.27299955856/-16663.8385267
excludes interest  0.000315815001475     -5.2626901889/-16663.8385267
interest piedmont  0.000315815001475     -5.2626901889/-16663.8385267
excludes revenue  0.000315659332949     -5.26009615373/-16663.8385267
corp shell  0.000315599352752     -5.25909665339/-16663.8385267
loss shell  0.000315385937565     -5.25554033719/-16663.8385267
piedmont total  0.000314874874942     -5.24702407216/-16663.8385267
mths total  0.000314874874942     -5.24702407216/-16663.8385267
avg total  0.000314874874942     -5.24702407216/-16663.8385267
chemlawn period  0.000314716745251     -5.24438902452/-16663.8385267
reduce shell  0.000314133345152     -5.23466733947/-16663.8385267
analyst qtr  0.000313685941391     -5.22721187544/-16663.8385267
acquisition shell  0.000313436479456     -5.22305488205/-16663.8385267
piedmont pretax  0.000312622217533     -5.20948615284/-16663.8385267
chemlawn pretax  0.000312622217533     -5.20948615284/-16663.8385267
pretax shell  0.000312622217533     -5.20948615284/-16663.8385267
gas piedmont  0.000311962758336     -5.19849703127/-16663.8385267
sell shr  0.000311835104208     -5.19636982349/-16663.8385267
compare shr  0.000311835104208     -5.19636982349/-16663.8385267
shr week  0.000311835104208     -5.19636982349/-16663.8385267
charge piedmont  0.000311796754957     -5.19573077777/-16663.8385267
charge chemlawn  0.000311796754957     -5.19573077777/-16663.8385267
charge shell  0.000311796754957     -5.19573077777/-16663.8385267
cubic net  0.00031177597221     -5.19538445742/-16663.8385267
sale shell  0.000311362984718     -5.18850250054/-16663.8385267
lt usair  0.000311128110903     -5.18458860122/-16663.8385267
lt shell  0.000311128110903     -5.18458860122/-16663.8385267
discontinue pct  0.00031110943069     -5.18427731717/-16663.8385267
cubic loan  0.000310847295309     -5.1799091355/-16663.8385267
cash mths  0.000310790974157     -5.17897060892/-16663.8385267
avg cash  0.000310790974157     -5.17897060892/-16663.8385267
fell piedmont  0.000310621692851     -5.17614973257/-16663.8385267
shrs unit  0.000310485923148     -5.17388728817/-16663.8385267
shrs u.s.  0.000309451977898     -5.15665779147/-16663.8385267
avg u.s.  0.000309451977898     -5.15665779147/-16663.8385267
dlrs shell  0.00030738991584     -5.1222959223/-16663.8385267
fiscal shell  0.000307311148212     -5.12098335127/-16663.8385267
chemlawn corp  0.000307011844933     -5.11599580975/-16663.8385267
cubic share  0.00030664207406     -5.10983400764/-16663.8385267
increase shrs  0.000306635604308     -5.10972619674/-16663.8385267
chemlawn restructuring  0.000306043917771     -5.09986642782/-16663.8385267
expense piedmont  0.000305676881868     -5.09375020081/-16663.8385267
chemlawn expense  0.000305676881868     -5.09375020081/-16663.8385267
expense shell  0.000305676881868     -5.09375020081/-16663.8385267
shrs total  0.000305624264431     -5.09287339233/-16663.8385267
expect oper  0.000305492518642     -5.09067800177/-16663.8385267
chemlawn oper  0.000305492518642     -5.09067800177/-16663.8385267
oper week  0.000305492518642     -5.09067800177/-16663.8385267
earlier oper  0.000305492518642     -5.09067800177/-16663.8385267
make oper  0.000305492518642     -5.09067800177/-16663.8385267
ct fell  0.000305482799606     -5.09051604534/-16663.8385267
canadian rev  0.000304894576808     -5.08071399561/-16663.8385267
compare rev  0.000304894576808     -5.08071399561/-16663.8385267
previously rev  0.000304894576808     -5.08071399561/-16663.8385267
avg earlier  0.00030456210957     -5.07517381523/-16663.8385267
gain piedmont  0.000303958987076     -5.06512347938/-16663.8385267
gain shell  0.000303958987076     -5.06512347938/-16663.8385267
excludes reserve  0.000303712226526     -5.06101150142/-16663.8385267
qtr week  0.000303660995194     -5.06015779078/-16663.8385267
earn excludes  0.000303042783279     -5.04985600725/-16663.8385267
excludes piedmont  0.000303042783279     -5.04985600725/-16663.8385267
chemlawn excludes  0.000303042783279     -5.04985600725/-16663.8385267
excludes shell  0.000303042783279     -5.04985600725/-16663.8385267
cubic excludes  0.000303042783279     -5.04985600725/-16663.8385267
analyst excludes  0.000303042783279     -5.04985600725/-16663.8385267
energy excludes  0.000303042783279     -5.04985600725/-16663.8385267
excludes march  0.000302742838862     -5.04485778192/-16663.8385267
ct natural  0.000302404679622     -5.03922275095/-16663.8385267
current shell  0.000302073292354     -5.03370056703/-16663.8385267
pct piedmont  0.000301858820179     -5.03012663734/-16663.8385267
cubic month  0.000301790276274     -5.02898443276/-16663.8385267
shrs week  0.00030165295314     -5.02669610225/-16663.8385267
mths oil  0.000301540363646     -5.02481992909/-16663.8385267
period shell  0.000301325859894     -5.02124547321/-16663.8385267
report shrs  0.00030123672849     -5.01976020187/-16663.8385267
cost piedmont  0.000301087881328     -5.01727983681/-16663.8385267
asset shell  0.000301087881328     -5.01727983681/-16663.8385267
debt shell  0.000300689141104     -5.0106352941/-16663.8385267
earnings excludes  0.000300589040692     -5.008967237/-16663.8385267
earnings shell  0.000300589040692     -5.008967237/-16663.8385267
cubic earnings  0.000300589040692     -5.008967237/-16663.8385267
credit cubic  0.0003002877337     -5.00394630595/-16663.8385267
acquisition chemlawn  0.000300045594099     -4.99991133073/-16663.8385267
company excludes  0.000299840926515     -4.99650078316/-16663.8385267
company piedmont  0.000299840926515     -4.99650078316/-16663.8385267
avg unit  0.000299544773155     -4.99156573138/-16663.8385267
chemlawn exclude  0.00029947677294     -4.99043258678/-16663.8385267
exclude shell  0.00029947677294     -4.99043258678/-16663.8385267
cubic exclude  0.00029947677294     -4.99043258678/-16663.8385267
cubic include  0.000299104500139     -4.98422909294/-16663.8385267
rev total  0.000298571872979     -4.97535347995/-16663.8385267
natural rev  0.000298571872979     -4.97535347995/-16663.8385267
estimate rev  0.000298571872979     -4.97535347995/-16663.8385267
estimate mths  0.000298239405741     -4.96981329958/-16663.8385267
cubic group  0.000297493928042     -4.95739077958/-16663.8385267
march shell  0.000296420135033     -4.93949726626/-16663.8385267
pct shell  0.000296399587119     -4.93915485914/-16663.8385267
canadian excludes  0.000296118683892     -4.93447393313/-16663.8385267
canadian shrs  0.000296118683892     -4.93447393313/-16663.8385267
canadian mths  0.000296118683892     -4.93447393313/-16663.8385267
reduce shr  0.000295736533271     -4.92810583689/-16663.8385267
previously shr  0.000295736533271     -4.92810583689/-16663.8385267
extraordinary piedmont  0.000295029539967     -4.91632461463/-16663.8385267
chemlawn share  0.000294990736097     -4.9156779932/-16663.8385267
avg report  0.000294168546962     -4.90197716622/-16663.8385267
profit shell  0.000294019699801     -4.89949680116/-16663.8385267
pct usair  0.000293845576868     -4.89659524472/-16663.8385267
company usair  0.000293834899849     -4.8964173246/-16663.8385267
property week  0.000293639709829     -4.89316470962/-16663.8385267
excludes loan  0.000293583441486     -4.89222706305/-16663.8385267
excludes oil  0.000293527120334     -4.89128853646/-16663.8385267
fell settlement  0.000293357839028     -4.88846766012/-16663.8385267
increase shell  0.000293244718951     -4.88658264543/-16663.8385267
canada rev  0.000292852291644     -4.88004330015/-16663.8385267
capital rev  0.000292852291644     -4.88004330015/-16663.8385267
make rev  0.000292852291644     -4.88004330015/-16663.8385267
cubic u.s.  0.000292188124075     -4.86897571902/-16663.8385267
billion shell  0.000292137131767     -4.86812599144/-16663.8385267
piedmont sell  0.000291812427024     -4.86271516402/-16663.8385267
sell shell  0.000291812427024     -4.86271516402/-16663.8385267
dlr piedmont  0.000291505171558     -4.85759510855/-16663.8385267
canada excludes  0.000291482966125     -4.8572250808/-16663.8385267
canada shrs  0.000291482966125     -4.8572250808/-16663.8385267
avg canada  0.000291482966125     -4.8572250808/-16663.8385267
investment shell  0.000291405182338     -4.85592890434/-16663.8385267
cubic investment  0.000291405182338     -4.85592890434/-16663.8385267
mths pct  0.000291395841505     -4.8557732502/-16663.8385267
earlier shrs  0.000291171224213     -4.85203026392/-16663.8385267
earlier settlement  0.000291171224213     -4.85203026392/-16663.8385267
end shell  0.000290897115233     -4.84746255614/-16663.8385267
shell total  0.000290542839591     -4.84155896405/-16663.8385267
mths unit  0.000290294162644     -4.83741505155/-16663.8385267
cubic provision  0.000289987553037     -4.83230575857/-16663.8385267
january shell  0.000289185265913     -4.81893657549/-16663.8385267
acquisition cubic  0.000289104444106     -4.81758977394/-16663.8385267
shr unit  0.000289061862551     -4.81688020178/-16663.8385267
fourth piedmont  0.0002890235133     -4.81624115607/-16663.8385267
chemlawn fourth  0.0002890235133     -4.81624115607/-16663.8385267
bank pretax  0.000288780063948     -4.81218435537/-16663.8385267
cubic year  0.000288125995533     -4.80128506491/-16663.8385267
report shell  0.000287845843133     -4.79661665056/-16663.8385267
quarter shell  0.000287725376291     -4.79460921055/-16663.8385267
cost shell  0.000287696995972     -4.7941362855/-16663.8385267
reduce rev  0.000287630722985     -4.79303192316/-16663.8385267
interest shell  0.000287609997659     -4.79268655966/-16663.8385267
qtr sell  0.000287562424257     -4.79189380418/-16663.8385267
charge usair  0.000287464719607     -4.79026566966/-16663.8385267
compare mths  0.000287047690944     -4.78331637137/-16663.8385267
credit shell  0.000286896848344     -4.78080275463/-16663.8385267
cubic lt  0.000286796075553     -4.77912349311/-16663.8385267
cash chemlawn  0.000286458938806     -4.77350550081/-16663.8385267
oil settlement  0.000286458938806     -4.77350550081/-16663.8385267
canada shr  0.000285983742566     -4.76558690739/-16663.8385267
petroleum settlement  0.000285778929456     -4.7621739348/-16663.8385267
canadian discontinue  0.000284744245496     -4.74493212836/-16663.8385267
capital discontinue  0.000284744245496     -4.74493212836/-16663.8385267
chemlawn discontinue  0.000284744245496     -4.74493212836/-16663.8385267
analyst discontinue  0.000284744245496     -4.74493212836/-16663.8385267
month shell  0.000284526422451     -4.74130236031/-16663.8385267
rise shell  0.000284307805877     -4.73765936903/-16663.8385267
earlier qtr  0.000284132337381     -4.73473539034/-16663.8385267
make qtr  0.000284132337381     -4.73473539034/-16663.8385267
discontinue expect  0.000284017329949     -4.73281892507/-16663.8385267
expect shell  0.000284017329949     -4.73281892507/-16663.8385267
bank property  0.00028397668641     -4.7321416477/-16663.8385267
make shrs  0.000283602832331     -4.72591180368/-16663.8385267
energy shrs  0.000283602832331     -4.72591180368/-16663.8385267
chemlawn dlr  0.000283491928246     -4.72406371593/-16663.8385267
dlr shell  0.000283491928246     -4.72406371593/-16663.8385267
cubic fiscal  0.000282979112861     -4.71551824316/-16663.8385267
cash rev  0.000282827345448     -4.71298921548/-16663.8385267
early rev  0.000282827345448     -4.71298921548/-16663.8385267
avg plan  0.00028273978978     -4.71153020198/-16663.8385267
property settlement  0.00028234884258     -4.70501552096/-16663.8385267
piedmont share  0.000282310038709     -4.70436889953/-16663.8385267
cubic loss  0.000281803291704     -4.69592454926/-16663.8385267
oper report  0.000281160483291     -4.68521289366/-16663.8385267
oper revenue  0.000281160483291     -4.68521289366/-16663.8385267
cash oper  0.000281160483291     -4.68521289366/-16663.8385267
oper total  0.000281160483291     -4.68521289366/-16663.8385267
compare oper  0.000281160483291     -4.68521289366/-16663.8385267
high oper  0.000281160483291     -4.68521289366/-16663.8385267
energy oper  0.000281160483291     -4.68521289366/-16663.8385267
oper payment  0.000281160483291     -4.68521289366/-16663.8385267
canada qtr  0.000280887753537     -4.68066816907/-16663.8385267
capital shell  0.000280641232485     -4.67656018207/-16663.8385267
shell tax  0.000280417313632     -4.67282883446/-16663.8385267
energy shr  0.000280264161231     -4.67027672759/-16663.8385267
loan rev  0.000280192556129     -4.66908351173/-16663.8385267
oil shrs  0.000280136234977     -4.66814498515/-16663.8385267
cubic dlrs  0.000279184912023     -4.65229229306/-16663.8385267
income shell  0.00027914196068     -4.6515765588/-16663.8385267
cubic income  0.00027914196068     -4.6515765588/-16663.8385267
rev sell  0.000278380112474     -4.63888124333/-16663.8385267
prior settlement  0.000278380112474     -4.63888124333/-16663.8385267
qtr reduce  0.000277809633552     -4.62937487468/-16663.8385267
report shr  0.000277596602823     -4.62582496502/-16663.8385267
operating settlement  0.000277250574114     -4.62005879848/-16663.8385267
avg pct  0.000276581723045     -4.60891317227/-16663.8385267
dlr usair  0.000276423746718     -4.60628068027/-16663.8385267
plan shrs  0.000276417085951     -4.60616968632/-16663.8385267
corp cubic  0.000276357105753     -4.60517018599/-16663.8385267
march settlement  0.000276228374528     -4.60302502964/-16663.8385267
