Topic 0
Topic coherence: -11074.9434412
AVG: -2.76527926123
SD:  1.19224542301
loan piedmont  0.000504325306331     -5.58537424361/-11074.9434412
loan shell  0.000504325306331     -5.58537424361/-11074.9434412
december shell  0.000502787624452     -5.56834450376/-11074.9434412
shell year  0.000502343433759     -5.56342511696/-11074.9434412
operation shell  0.000500106007042     -5.53864574262/-11074.9434412
period piedmont  0.000499512356548     -5.53207109697/-11074.9434412
chemlawn provision  0.000498914777168     -5.52545293913/-11074.9434412
dlrs usair  0.000497335127022     -5.50795840311/-11074.9434412
dlrs piedmont  0.000497335127022     -5.50795840311/-11074.9434412
report usair  0.000495692267888     -5.48976383112/-11074.9434412
due piedmont  0.000495493218119     -5.48755936619/-11074.9434412
rev rise  0.000495368588817     -5.48617910372/-11074.9434412
business chemlawn  0.000495368588817     -5.48617910372/-11074.9434412
business shell  0.000495368588817     -5.48617910372/-11074.9434412
piedmont result  0.000495056260886     -5.48272008955/-11074.9434412
compare shell  0.000494491333611     -5.47646355193/-11074.9434412
cash excludes  0.0004936054717     -5.46665268137/-11074.9434412
rise shr  0.000492890470901     -5.45873408795/-11074.9434412
canadian shr  0.000492890470901     -5.45873408795/-11074.9434412
natural shr  0.000492890470901     -5.45873408795/-11074.9434412
share shell  0.000491768312241     -5.44630624426/-11074.9434412
excludes u.s.  0.000491590760062     -5.44433986392/-11074.9434412
canada discontinue  0.000491025470042     -5.43807930892/-11074.9434412
discontinue piedmont  0.000491025470042     -5.43807930892/-11074.9434412
discontinue shell  0.000491025470042     -5.43807930892/-11074.9434412
include shell  0.000490857063562     -5.43621421668/-11074.9434412
natural qtr  0.000490104766647     -5.4278825709/-11074.9434412
lt piedmont  0.000488951685267     -5.41511225983/-11074.9434412
excludes unit  0.000487319043038     -5.39703083948/-11074.9434412
mln shell  0.000487104977067     -5.39466007097/-11074.9434412
chemlawn end  0.000486364475399     -5.38645905687/-11074.9434412
cash shr  0.000484284541642     -5.36342390815/-11074.9434412
piedmont reserve  0.000482954482093     -5.34869357387/-11074.9434412
reserve shell  0.000482954482093     -5.34869357387/-11074.9434412
chemlawn income  0.000482596030194     -5.34472373936/-11074.9434412
piedmont u.s.  0.000482077346633     -5.33897934827/-11074.9434412
excludes sell  0.000481512056613     -5.33271879327/-11074.9434412
rev week  0.000481449720459     -5.33202842389/-11074.9434412
cash qtr  0.000480591353218     -5.32252205524/-11074.9434412
operating piedmont  0.000479750168227     -5.31320597904/-11074.9434412
chemlawn operating  0.000479750168227     -5.31320597904/-11074.9434412
gain usair  0.000477498332949     -5.28826703069/-11074.9434412
chemlawn subsidiary  0.000477193800064     -5.28489434622/-11074.9434412
earn piedmont  0.00047611977312     -5.27299955856/-11074.9434412
excludes interest  0.000475188899774     -5.2626901889/-11074.9434412
interest piedmont  0.000475188899774     -5.2626901889/-11074.9434412
excludes revenue  0.000474954674183     -5.26009615373/-11074.9434412
corp shell  0.000474864425385     -5.25909665339/-11074.9434412
loss shell  0.000474543311672     -5.25554033719/-11074.9434412
piedmont total  0.000473774344763     -5.24702407216/-11074.9434412
chemlawn period  0.000473536415996     -5.24438902452/-11074.9434412
reduce shell  0.000472658606994     -5.23466733947/-11074.9434412
acquisition shell  0.000471610072752     -5.22305488205/-11074.9434412
piedmont pretax  0.000470384899072     -5.20948615284/-11074.9434412
chemlawn pretax  0.000470384899072     -5.20948615284/-11074.9434412
pretax shell  0.000470384899072     -5.20948615284/-11074.9434412
gas piedmont  0.000469392648265     -5.19849703127/-11074.9434412
sell shr  0.000469200574346     -5.19636982349/-11074.9434412
compare shr  0.000469200574346     -5.19636982349/-11074.9434412
shr week  0.000469200574346     -5.19636982349/-11074.9434412
charge piedmont  0.000469142872407     -5.19573077777/-11074.9434412
charge chemlawn  0.000469142872407     -5.19573077777/-11074.9434412
charge shell  0.000469142872407     -5.19573077777/-11074.9434412
sale shell  0.000468490202958     -5.18850250054/-11074.9434412
lt usair  0.000468136801666     -5.18458860122/-11074.9434412
lt shell  0.000468136801666     -5.18458860122/-11074.9434412
discontinue pct  0.000468108694611     -5.18427731717/-11074.9434412
fell piedmont  0.000467374823179     -5.17614973257/-11074.9434412
dlrs shell  0.000462512151821     -5.1222959223/-11074.9434412
fiscal shell  0.000462393634643     -5.12098335127/-11074.9434412
chemlawn corp  0.000461943289995     -5.11599580975/-11074.9434412
chemlawn restructuring  0.000460486904956     -5.09986642782/-11074.9434412
expense piedmont  0.000459934646875     -5.09375020081/-11074.9434412
chemlawn expense  0.000459934646875     -5.09375020081/-11074.9434412
expense shell  0.000459934646875     -5.09375020081/-11074.9434412
expect oper  0.000459657245997     -5.09067800177/-11074.9434412
chemlawn oper  0.000459657245997     -5.09067800177/-11074.9434412
oper week  0.000459657245997     -5.09067800177/-11074.9434412
ct fell  0.000459642622316     -5.09051604534/-11074.9434412
canadian rev  0.000458757556873     -5.08071399561/-11074.9434412
compare rev  0.000458757556873     -5.08071399561/-11074.9434412
gain piedmont  0.000457349828128     -5.06512347938/-11074.9434412
gain shell  0.000457349828128     -5.06512347938/-11074.9434412
excludes reserve  0.00045697854154     -5.06101150142/-11074.9434412
qtr week  0.000456901456664     -5.06015779078/-11074.9434412
earn excludes  0.0004559712683     -5.04985600725/-11074.9434412
excludes piedmont  0.0004559712683     -5.04985600725/-11074.9434412
chemlawn excludes  0.0004559712683     -5.04985600725/-11074.9434412
excludes shell  0.0004559712683     -5.04985600725/-11074.9434412
excludes march  0.000455519958967     -5.04485778192/-11074.9434412
ct natural  0.000455011149961     -5.03922275095/-11074.9434412
current shell  0.000454512530356     -5.03370056703/-11074.9434412
pct piedmont  0.000454189826253     -5.03012663734/-11074.9434412
period shell  0.000453387911175     -5.02124547321/-11074.9434412
cost piedmont  0.00045302983834     -5.01727983681/-11074.9434412
asset shell  0.00045302983834     -5.01727983681/-11074.9434412
debt shell  0.000452429876566     -5.0106352941/-11074.9434412
earnings excludes  0.00045227926116     -5.008967237/-11074.9434412
earnings shell  0.00045227926116     -5.008967237/-11074.9434412
acquisition chemlawn  0.000451461567931     -4.99991133073/-11074.9434412
company excludes  0.000451153616239     -4.99650078316/-11074.9434412
company piedmont  0.000451153616239     -4.99650078316/-11074.9434412
chemlawn exclude  0.000450605695032     -4.99043258678/-11074.9434412
exclude shell  0.000450605695032     -4.99043258678/-11074.9434412
rev total  0.000449244143444     -4.97535347995/-11074.9434412
natural rev  0.000449244143444     -4.97535347995/-11074.9434412
march shell  0.000446006545538     -4.93949726626/-11074.9434412
pct shell  0.000445975628259     -4.93915485914/-11074.9434412
canadian excludes  0.000445552969124     -4.93447393313/-11074.9434412
reduce shr  0.000444977968785     -4.92810583689/-11074.9434412
extraordinary piedmont  0.000443914196105     -4.91632461463/-11074.9434412
chemlawn share  0.000443855810125     -4.9156779932/-11074.9434412
profit shell  0.000442394746949     -4.89949680116/-11074.9434412
pct usair  0.000442132754058     -4.89659524472/-11074.9434412
company usair  0.000442116688955     -4.8964173246/-11074.9434412
property week  0.000441822997615     -4.89316470962/-11074.9434412
excludes loan  0.000441738333834     -4.89222706305/-11074.9434412
excludes oil  0.000441653590595     -4.89128853646/-11074.9434412
increase shell  0.000441228677271     -4.88658264543/-11074.9434412
canada rev  0.000440638214185     -4.88004330015/-11074.9434412
capital rev  0.000440638214185     -4.88004330015/-11074.9434412
billion shell  0.000439562153727     -4.86812599144/-11074.9434412
piedmont sell  0.000439073588937     -4.86271516402/-11074.9434412
sell shell  0.000439073588937     -4.86271516402/-11074.9434412
dlr piedmont  0.000438611279085     -4.85759510855/-11074.9434412
canada excludes  0.00043857786783     -4.8572250808/-11074.9434412
investment shell  0.000438460830983     -4.85592890434/-11074.9434412
end shell  0.00043769637126     -4.84746255614/-11074.9434412
shell total  0.000437163312819     -4.84155896405/-11074.9434412
january shell  0.000435120648792     -4.81893657549/-11074.9434412
shr unit  0.00043493497076     -4.81688020178/-11074.9434412
fourth piedmont  0.00043487726882     -4.81624115607/-11074.9434412
chemlawn fourth  0.00043487726882     -4.81624115607/-11074.9434412
bank pretax  0.000434510964404     -4.81218435537/-11074.9434412
report shell  0.000433105295391     -4.79661665056/-11074.9434412
quarter shell  0.000432924035774     -4.79460921055/-11074.9434412
cost shell  0.00043288133352     -4.7941362855/-11074.9434412
reduce rev  0.00043278161632     -4.79303192316/-11074.9434412
interest shell  0.000432750432098     -4.79268655966/-11074.9434412
qtr sell  0.000432678851102     -4.79189380418/-11074.9434412
charge usair  0.000432531840463     -4.79026566966/-11074.9434412
credit shell  0.000431677396819     -4.78080275463/-11074.9434412
cash chemlawn  0.000431018499203     -4.77350550081/-11074.9434412
canada shr  0.000430303498404     -4.76558690739/-11074.9434412
canadian discontinue  0.000428438497545     -4.74493212836/-11074.9434412
capital discontinue  0.000428438497545     -4.74493212836/-11074.9434412
chemlawn discontinue  0.000428438497545     -4.74493212836/-11074.9434412
month shell  0.000428110751578     -4.74130236031/-11074.9434412
rise shell  0.000427781811634     -4.73765936903/-11074.9434412
discontinue expect  0.000427344748998     -4.73281892507/-11074.9434412
expect shell  0.000427344748998     -4.73281892507/-11074.9434412
bank property  0.000427283594973     -4.7321416477/-11074.9434412
chemlawn dlr  0.00042655420689     -4.72406371593/-11074.9434412
dlr shell  0.00042655420689     -4.72406371593/-11074.9434412
cash rev  0.00042555424689     -4.71298921548/-11074.9434412
piedmont share  0.000424775884815     -4.70436889953/-11074.9434412
oper report  0.000423046214052     -4.68521289366/-11074.9434412
oper revenue  0.000423046214052     -4.68521289366/-11074.9434412
cash oper  0.000423046214052     -4.68521289366/-11074.9434412
oper total  0.000423046214052     -4.68521289366/-11074.9434412
compare oper  0.000423046214052     -4.68521289366/-11074.9434412
canada qtr  0.000422635853077     -4.68066816907/-11074.9434412
capital shell  0.000422264926849     -4.67656018207/-11074.9434412
shell tax  0.000421928008865     -4.67282883446/-11074.9434412
loan rev  0.000421589829014     -4.66908351173/-11074.9434412
income shell  0.000420009057697     -4.6515765588/-11074.9434412
rev sell  0.000418862747963     -4.63888124333/-11074.9434412
qtr reduce  0.000418004380722     -4.62937487468/-11074.9434412
report shr  0.000417683845481     -4.62582496502/-11074.9434412
dlr usair  0.000415919115498     -4.60628068027/-11074.9434412
billion excludes  0.000415339548165     -4.59986200484/-11074.9434412
shr total  0.00041384097128     -4.5832653506/-11074.9434412
capital shr  0.00041384097128     -4.5832653506/-11074.9434412
earn qtr  0.000413598925793     -4.58058471052/-11074.9434412
earn shell  0.000413532800623     -4.579852378/-11074.9434412
increase rev  0.0004126331115     -4.56988837184/-11074.9434412
canada pretax  0.000412601927277     -4.56954300834/-11074.9434412
revenue shell  0.000412367701686     -4.56694897317/-11074.9434412
end excludes  0.000411720430707     -4.55978048369/-11074.9434412
shell u.s.  0.000410884444877     -4.5505219879/-11074.9434412
natural pretax  0.000407797926576     -4.51633897228/-11074.9434412
extraordinary natural  0.00040730316416     -4.51085950652/-11074.9434412
due shell  0.00040693030507     -4.50673011317/-11074.9434412
canadian note  0.000406686821052     -4.50403354145/-11074.9434412
debt piedmont  0.000406305431193     -4.49980967033/-11074.9434412
share usair  0.00040549144319     -4.49079479923/-11074.9434412
capital qtr  0.000405384727798     -4.48961293231/-11074.9434412
cash shell  0.000405042558651     -4.48582342836/-11074.9434412
revenue shr  0.000403205879889     -4.46548231494/-11074.9434412
shr subsidiary  0.000403205879889     -4.46548231494/-11074.9434412
cost excludes  0.000402499938038     -4.45766404888/-11074.9434412
month property  0.000402134811025     -4.45362028786/-11074.9434412
qtr rise  0.000401541853598     -4.44705331789/-11074.9434412
company shell  0.00040130518268     -4.44443220086/-11074.9434412
canadian net  0.000401050594851     -4.44161265505/-11074.9434412
excludes fiscal  0.000399806662147     -4.42783617071/-11074.9434412
provision shell  0.000399716772727     -4.42684065046/-11074.9434412
natural net  0.000398433196665     -4.41262511817/-11074.9434412
canadian oper  0.0003970702735     -4.39753082121/-11074.9434412
increase oper  0.0003970702735     -4.39753082121/-11074.9434412
fourth shr  0.00039675357028     -4.39402335096/-11074.9434412
increase shr  0.00039675357028     -4.39402335096/-11074.9434412
pretax u.s.  0.000395800477582     -4.38346790324/-11074.9434412
canadian ct  0.000394710221462     -4.37139337837/-11074.9434412
canada ct  0.000394710221462     -4.37139337837/-11074.9434412
pretax reserve  0.000394391569044     -4.36786432086/-11074.9434412
excludes fell  0.000393384295803     -4.35670882669/-11074.9434412
excludes reduce  0.000393384295803     -4.35670882669/-11074.9434412
excludes week  0.000393384295803     -4.35670882669/-11074.9434412
acquisition shr  0.00039073174499     -4.32733197646/-11074.9434412
report rev  0.000390666827715     -4.32661302131/-11074.9434412
asset excludes  0.000390442865844     -4.32413265625/-11074.9434412
debt excludes  0.000389842904069     -4.31748811354/-11074.9434412
credit property  0.000389238929143     -4.31079912539/-11074.9434412
result shell  0.000388630887014     -4.3040650932/-11074.9434412
expect pretax  0.000388447673056     -4.30203600898/-11074.9434412
march property  0.000388051045397     -4.29764338009/-11074.9434412
business shr  0.000387865030728     -4.29558327815/-11074.9434412
rev unit  0.000386657170947     -4.28220629939/-11074.9434412
operating rev  0.000386657170947     -4.28220629939/-11074.9434412
fourth rev  0.000386657170947     -4.28220629939/-11074.9434412
due shr  0.000385086537201     -4.26481161948/-11074.9434412
gas qtr  0.000384454452598     -4.25781131825/-11074.9434412
qtr total  0.000384454452598     -4.25781131825/-11074.9434412
compare qtr  0.000384454452598     -4.25781131825/-11074.9434412
bank natural  0.000383981064102     -4.25256856744/-11074.9434412
income natural  0.000383398025753     -4.24611145069/-11074.9434412
restructuring shr  0.000382390996288     -4.23495865633/-11074.9434412
reserve rev  0.000382251716018     -4.23341613522/-11074.9434412
business rev  0.000382251716018     -4.23341613522/-11074.9434412
acquisition rev  0.000382251716018     -4.23341613522/-11074.9434412
rev subsidiary  0.000382251716018     -4.23341613522/-11074.9434412
capital ct  0.000381789086072     -4.22829253473/-11074.9434412
property rise  0.00038165736626     -4.22683374527/-11074.9434412
qtr resource  0.000381393348777     -4.22390976658/-11074.9434412
qtr subsidiary  0.000381393348777     -4.22390976658/-11074.9434412
resource shell  0.00038099586942     -4.21950770518/-11074.9434412
natural unit  0.000380893669166     -4.21837584314/-11074.9434412
earn note  0.000380710880499     -4.21635146899/-11074.9434412
natural note  0.000380710880499     -4.21635146899/-11074.9434412
ct reserve  0.00037980452454     -4.20631362801/-11074.9434412
ct restructuring  0.00037980452454     -4.20631362801/-11074.9434412
bank extraordinary  0.000379780589772     -4.2060485518/-11074.9434412
bank operating  0.000379780589772     -4.2060485518/-11074.9434412
expense shr  0.000379773598102     -4.20597111946/-11074.9434412
march pretax  0.000379014118113     -4.19755992153/-11074.9434412
qtr reserve  0.000378432627308     -4.19111994375/-11074.9434412
rev u.s.  0.000378051241688     -4.18689611959/-11074.9434412
operate rev  0.000378051241688     -4.18689611959/-11074.9434412
due rev  0.000378051241688     -4.18689611959/-11074.9434412
reserve shr  0.000377229939336     -4.17780024249/-11074.9434412
loan oper  0.000376921768679     -4.1743872699/-11074.9434412
oper reserve  0.000376921768679     -4.1743872699/-11074.9434412
canada oper  0.000376921768679     -4.1743872699/-11074.9434412
capital oper  0.000376921768679     -4.1743872699/-11074.9434412
chemlawn earn  0.000376921768679     -4.1743872699/-11074.9434412
canada restructuring  0.000375990895333     -4.16407790024/-11074.9434412
ct week  0.00037596165034     -4.16375401359/-11074.9434412
pct pretax  0.000375859803865     -4.16262606964/-11074.9434412
canada net  0.000375741033078     -4.16131068989/-11074.9434412
qtr unit  0.000375565913046     -4.15937124544/-11074.9434412
lt natural  0.000375358326324     -4.15707223424/-11074.9434412
expense u.s.  0.000374273412933     -4.14505687979/-11074.9434412
expense rev  0.000374037518024     -4.14244435702/-11074.9434412
piedmont provision  0.000373740832174     -4.13915857801/-11074.9434412
qtr u.s.  0.000372787419518     -4.12859958677/-11074.9434412
january restructuring  0.000372533676295     -4.12578939493/-11074.9434412
ct sell  0.000372275672643     -4.12293201907/-11074.9434412
ct earn  0.000372275672643     -4.12293201907/-11074.9434412
bank resource  0.000371923991907     -4.11903717481/-11074.9434412
fourth pretax  0.000371186894631     -4.11087386417/-11074.9434412
corp excludes  0.000371150784287     -4.11047394415/-11074.9434412
group natural  0.000371116380052     -4.11009291919/-11074.9434412
prior sell  0.000371012582     -4.10894336164/-11074.9434412
extraordinary pct  0.000370598476036     -4.10435716151/-11074.9434412
operate shell  0.000370550272148     -4.10382330618/-11074.9434412
discontinue report  0.000370518322894     -4.10346947/-11074.9434412
due property  0.000370319273125     -4.10126500507/-11074.9434412
billion oper  0.000370283682303     -4.10087083872/-11074.9434412
restructuring rev  0.000370194643824     -4.0998847426/-11074.9434412
qtr restructuring  0.000370091878606     -4.09874662362/-11074.9434412
gas shr  0.000370002569905     -4.09775753482/-11074.9434412
shr u.s.  0.000370002569905     -4.09775753482/-11074.9434412
property u.s.  0.000368960473834     -4.08621637977/-11074.9434412
natural share  0.000368880411245     -4.08532969113/-11074.9434412
expense oil  0.000368431526707     -4.08035832025/-11074.9434412
cash piedmont  0.000368431526707     -4.08035832025/-11074.9434412
bank expense  0.00036823801421     -4.07821518029/-11074.9434412
fell restructuring  0.000368176818738     -4.07753744391/-11074.9434412
fell shell  0.000368176818738     -4.07753744391/-11074.9434412
fell property  0.000368176818738     -4.07753744391/-11074.9434412
shell unit  0.000367972533776     -4.0752749995/-11074.9434412
ct operating  0.000367014344815     -4.06466311095/-11074.9434412
increase property  0.00036602205185     -4.05367352249/-11074.9434412
discontinue fell  0.000365851525048     -4.0517849478/-11074.9434412
discontinue week  0.000365851525048     -4.0517849478/-11074.9434412
acquisition piedmont  0.00036518469888     -4.04439988571/-11074.9434412
property qtr  0.000364930821654     -4.04158820978/-11074.9434412
corp fell  0.000364774447686     -4.03985637694/-11074.9434412
