Corpus Type: tfidf
Topic Count: 10

test_14826       0: 0.089762600406294  1: 0.141413697284777  2: 0.007493029069156  3: 0.007493239709685  4: 0.007496317648533  5: 0.007512142320442  6: 0.716346760342798  7: 0.007493545316433  8: 0.007494777518466  9: 0.007493890383417 
test_14862       0: 0.326659598589896  1: 0.012888276281801  2: 0.012886524012209  3: 0.012886414871177  4: 0.012886739759102  5: 0.012887345503682  6: 0.570244516601544  7: 0.012886745362235  8: 0.012886797484233  9: 0.012887041534122 

test_14863       0: 0.041815723628274  1: 0.120651594907826  2: 0.012731896637312  3: 0.377780688600574  4: 0.012716229914952  5: 0.019072859025610  6: 0.377031020065439  7: 0.012717376744678  8: 0.012724629818263  9: 0.012757980657071 

test_14865       0: 0.056785428609422  1: 0.019738506501131  2: 0.102674638182908  3: 0.452876802366460  4: 0.019710183375126  5: 0.019717324725640  6: 0.269322378444571  7: 0.019710289850925  8: 0.019708733051811  9: 0.019755714892007 

test_14867       0: 0.015518369644989  1: 0.015507114349255  2: 0.015506354569202  3: 0.015506287718123  4: 0.015506805863588  5: 0.038151485686086  6: 0.837783798292587  7: 0.015506869070984  8: 0.015506400255503  9: 0.015506514549682 

test_14872       0: 0.014716083040709  1: 0.500502967205456  2: 0.014712056532857  3: 0.014713493584743  4: 0.014720099479584  5: 0.014721271706874  6: 0.381770459716828  7: 0.014712309596639  8: 0.014714808070307  9: 0.014716451066005 

test_14873       0: 0.014797343185281  1: 0.013997413949012  2: 0.013978299568027  3: 0.221384289830286  4: 0.014452995887823  5: 0.014218987175319  6: 0.665069067069162  7: 0.014102717040398  8: 0.013979743882445  9: 0.014019142412246 

test_14875       0: 0.017651219525132  1: 0.798409921202736  2: 0.017623349367273  3: 0.017625282000148  4: 0.017632384104334  5: 0.038278657071520  6: 0.039856870245467  7: 0.017666088718518  8: 0.017624561641372  9: 0.017631666123499 

test_14876       0: 0.020160720333054  1: 0.267358765845235  2: 0.020157899927951  3: 0.323544357947292  4: 0.020162928687559  5: 0.267976755163288  6: 0.020162475945274  7: 0.020158073545295  8: 0.020159499088568  9: 0.020158523516483 

test_14877       0: 0.017976246124599  1: 0.055153220439034  2: 0.017976237209958  3: 0.017975443469104  4: 0.017975354650991  5: 0.017976354660746  6: 0.801033121494811  7: 0.017983048295193  8: 0.017975456296815  9: 0.017975517358750 

test_14881       0: 0.011296251041002  1: 0.089155368224012  2: 0.011294251843107  3: 0.011294251662558  4: 0.011294259327795  5: 0.011294829050332  6: 0.820487532058943  7: 0.011294297961517  8: 0.011294533308757  9: 0.011294425521978 

test_14882       0: 0.127431163344726  1: 0.016093662124120  2: 0.016093174348444  3: 0.016092989858921  4: 0.016093867955904  5: 0.016095732023240  6: 0.589301044642940  7: 0.170603004422340  8: 0.016093653431208  9: 0.016101707848158 

test_14885       0: 0.014726772494869  1: 0.014726557761023  2: 0.014725733229210  3: 0.014725614208711  4: 0.014725742331689  5: 0.014725941255051  6: 0.867465553101205  7: 0.014725982959644  8: 0.014725944104573  9: 0.014726158554024 

test_14886       0: 0.154678511445861  1: 0.023366563524574  2: 0.023365424598013  3: 0.023365538323493  4: 0.023365579019521  5: 0.023367250043469  6: 0.658393413739970  7: 0.023366456547339  8: 0.023365572131346  9: 0.023365690626413 

test_14888       0: 0.518975518762652  1: 0.012469517475592  2: 0.012464409337711  3: 0.012469309146006  4: 0.195608788851032  5: 0.068893077178954  6: 0.141725208106439  7: 0.012464093527358  8: 0.012465316221770  9: 0.012464761392484 

test_14890       0: 0.182949871193499  1: 0.050908515706365  2: 0.007818882559346  3: 0.007810058526994  4: 0.007810302346492  5: 0.007833627944214  6: 0.601950173312663  7: 0.113091878920472  8: 0.007811753986948  9: 0.012014935503007 

test_14891       0: 0.051107406361042  1: 0.071869395351263  2: 0.007243146766326  3: 0.048367016593513  4: 0.007242203675991  5: 0.082669332014179  6: 0.709586797178245  7: 0.007250801050709  8: 0.007242584749321  9: 0.007421316259412 

test_14892       0: 0.016365439582059  1: 0.016365405679590  2: 0.016364939855374  3: 0.016364704042779  4: 0.016364897801521  5: 0.016365702321300  6: 0.852706883443668  7: 0.016371457748274  8: 0.016365493579605  9: 0.016365075945830 

test_14899       0: 0.411057024652406  1: 0.026760873278052  2: 0.026755681591220  3: 0.374852471447627  4: 0.026754564127713  5: 0.026787557715707  6: 0.026768346345677  7: 0.026754005486599  8: 0.026755286210031  9: 0.026754189144968 

test_14900       0: 0.016194106166685  1: 0.052878976149029  2: 0.031787938772842  3: 0.016191732798643  4: 0.288517081372252  5: 0.016191590559391  6: 0.529670694620479  7: 0.016188976641000  8: 0.016189064559654  9: 0.016189838360025 

test_14903       0: 0.019807901300210  1: 0.019809076216515  2: 0.019805592829346  3: 0.019805778802970  4: 0.019807207676054  5: 0.297963432430686  6: 0.543580378511506  7: 0.019806203446080  8: 0.019806085541538  9: 0.019808343245095 

test_14904       0: 0.012588966785354  1: 0.256680506726737  2: 0.012587082034667  3: 0.012587348844720  4: 0.012587612013551  5: 0.012588953230764  6: 0.526032352815857  7: 0.012587143701880  8: 0.012587137926701  9: 0.129172895919769 

test_14907       0: 0.047502374506729  1: 0.018496022906589  2: 0.266372299597693  3: 0.018374747167165  4: 0.018375314755477  5: 0.018377024104398  6: 0.557374351232233  7: 0.018374034728499  8: 0.018374402541615  9: 0.018379428459601 

test_14909       0: 0.015865844968097  1: 0.470075403212777  2: 0.015860039284188  3: 0.015859596917470  4: 0.015860006403601  5: 0.015861831039235  6: 0.403023997310842  7: 0.015865155987029  8: 0.015860501887095  9: 0.015867622989666 

test_14911       0: 0.052938060612574  1: 0.309978447975023  2: 0.013079801362111  3: 0.318008702326159  4: 0.013085450651325  5: 0.013097537888400  6: 0.240574388286480  7: 0.013079983334444  8: 0.013079181871821  9: 0.013078445691662 

test_14912       0: 0.011442113238132  1: 0.086647659118672  2: 0.011440159072702  3: 0.011440158243352  4: 0.011440166561550  5: 0.011440746860363  6: 0.821828014197918  7: 0.011440205130281  8: 0.011440445130416  9: 0.011440332446614 

test_14913       0: 0.016231944551408  1: 0.016234096088677  2: 0.016229906416492  3: 0.016229657622619  4: 0.016229667994123  5: 0.016230353123555  6: 0.732683800297194  7: 0.053432397321402  8: 0.100267905774859  9: 0.016230270809670 

test_14918       0: 0.020669978263956  1: 0.020667679106038  2: 0.020667637240212  3: 0.020667566289185  4: 0.020667623085696  5: 0.020669770905043  6: 0.712676648737027  7: 0.020667935093899  8: 0.020667928903142  9: 0.121977232375802 

test_14919       0: 0.019345767950234  1: 0.019345556465006  2: 0.019344588638147  3: 0.019346465756828  4: 0.019344994980150  5: 0.019346445246286  6: 0.138197621153479  7: 0.019344484074570  8: 0.019350591002279  9: 0.707033484733021 

test_14921       0: 0.688506882964586  1: 0.011928915782846  2: 0.009828410971020  3: 0.009833972083816  4: 0.011120843012597  5: 0.009912387419241  6: 0.226169062055831  7: 0.010535415587340  8: 0.009831883967027  9: 0.012332226155696 

test_14922       0: 0.084820948937658  1: 0.027916146906084  2: 0.013956726818838  3: 0.013956753551369  4: 0.013958005488162  5: 0.013959486910179  6: 0.518586774800149  7: 0.013999792163666  8: 0.284887549251313  9: 0.013957815172583 

test_14923       0: 0.074689215722569  1: 0.016128173761436  2: 0.016127700993372  3: 0.016127584499762  4: 0.016127704716694  5: 0.016127853999367  6: 0.796257295644715  7: 0.016148994091378  8: 0.016133868874814  9: 0.016131607695892 

test_14926       0: 0.017634656820142  1: 0.017639338203642  2: 0.017630985521754  3: 0.017630551815490  4: 0.017636385771716  5: 0.017648154453097  6: 0.374951032696985  7: 0.042863541488626  8: 0.017631816449461  9: 0.458733536779087 

test_14928       0: 0.434712605037132  1: 0.013939632124387  2: 0.013937937482076  3: 0.013938107170850  4: 0.013938283127052  5: 0.013945146851168  6: 0.453764430246825  7: 0.013945708168886  8: 0.013938636284540  9: 0.013939513507084 

test_14930       0: 0.054049148887714  1: 0.019949714345318  2: 0.019947054014840  3: 0.019946207637733  4: 0.019946489486268  5: 0.359738624968208  6: 0.329036220246459  7: 0.019945730899761  8: 0.019945187111057  9: 0.137495622402642 

test_14931       0: 0.142129804322592  1: 0.009710673368202  2: 0.009688991526196  3: 0.009691641602606  4: 0.009689104242500  5: 0.009689983781144  6: 0.643120415130881  7: 0.146898472571676  8: 0.009691337058495  9: 0.009689576395710 

test_14932       0: 0.020224870072364  1: 0.020226127650014  2: 0.071858370390047  3: 0.020221337110914  4: 0.067740275827238  5: 0.020232733249433  6: 0.718832788993562  7: 0.020221570615953  8: 0.020219745045478  9: 0.020222181044997 

test_14933       0: 0.037873899993861  1: 0.014837646587956  2: 0.014787936699872  3: 0.014789249095531  4: 0.369897451311574  5: 0.014793052579342  6: 0.488657218741897  7: 0.014787975401528  8: 0.014787508477094  9: 0.014788061111345 

test_14934       0: 0.024715644267074  1: 0.024715292303611  2: 0.024715292201596  3: 0.024715925342747  4: 0.024715737262655  5: 0.777561122881342  6: 0.024715255556020  7: 0.024715220781591  8: 0.024715330750889  9: 0.024715178652476 

test_14941       0: 0.048549461419248  1: 0.017574424572167  2: 0.552549849469689  3: 0.017569387470679  4: 0.017572317044990  5: 0.017577134180149  6: 0.275593314538514  7: 0.017570569206413  8: 0.017863490089927  9: 0.017580052008225 

test_14943       0: 0.031015252799975  1: 0.031021309332741  2: 0.031009305539389  3: 0.031007755476287  4: 0.031014882055940  5: 0.031023048671592  6: 0.720870453834080  7: 0.031006092074848  8: 0.031026644843728  9: 0.031005255371420 

test_14949       0: 0.016597244875039  1: 0.016600495137216  2: 0.016594232928411  3: 0.016593706486851  4: 0.016601852295076  5: 0.016599972049559  6: 0.850631037205496  7: 0.016593586488773  8: 0.016593852800810  9: 0.016594019732768 

test_14951       0: 0.016084902757044  1: 0.016081900976561  2: 0.016080442465656  3: 0.164985007090688  4: 0.016089012073693  5: 0.271466477384033  6: 0.450928829160045  7: 0.016107574617697  8: 0.016094209408375  9: 0.016081644066208 

test_14954       0: 0.024398411461681  1: 0.024402242437197  2: 0.024397534481358  3: 0.024398109801983  4: 0.024403087568991  5: 0.780400580267212  6: 0.024402053325280  7: 0.024402380841633  8: 0.024397998604018  9: 0.024397601210646 

test_14957       0: 0.014628347252243  1: 0.014629051863493  2: 0.014636253133854  3: 0.014628317365700  4: 0.014628049149741  5: 0.014629185992783  6: 0.868326718194142  7: 0.014628417063255  8: 0.014628358417301  9: 0.014637301567489 

test_14958       0: 0.038726591145927  1: 0.038726340300723  2: 0.038727436345175  3: 0.436128236219710  4: 0.038746098436506  5: 0.254038024255344  6: 0.038726232157989  7: 0.038726973690279  8: 0.038727447154331  9: 0.038726620294016 

test_14959       0: 0.012477502764761  1: 0.530944732572947  2: 0.012475470981693  3: 0.012480862721828  4: 0.012475408246005  5: 0.012476351117792  6: 0.369118666571098  7: 0.012475780854096  8: 0.012599374556675  9: 0.012475849613106 

test_14960       0: 0.115054268098292  1: 0.022408301498611  2: 0.022408498238844  3: 0.219696565716101  4: 0.022414438967812  5: 0.508379389061700  6: 0.022412675910896  7: 0.022408409375525  8: 0.022408968688840  9: 0.022408484443380 

test_14962       0: 0.029217548247070  1: 0.029217311195062  2: 0.029217529280219  3: 0.244698909119168  4: 0.029225649070230  5: 0.356614121917015  6: 0.029217254769545  7: 0.194156196584229  8: 0.029217867250398  9: 0.029217612567065 

test_14963       0: 0.023802689642860  1: 0.023802590295631  2: 0.226414319536595  3: 0.023802521764727  4: 0.023811406664315  5: 0.583155935224289  6: 0.023802677446078  7: 0.023802368087498  8: 0.023802994685365  9: 0.023802496652643 

test_14964       0: 0.022273535124913  1: 0.022279746961990  2: 0.022271912188383  3: 0.022271631551359  4: 0.022272453743362  5: 0.022274095671396  6: 0.022278699223639  7: 0.022272133509435  8: 0.022301037803664  9: 0.799504754221859 

test_14965       0: 0.034070935475169  1: 0.034074992212566  2: 0.034071175380066  3: 0.034071018522699  4: 0.369952943693300  5: 0.034085657877743  6: 0.034070076821269  7: 0.034070429948193  8: 0.357462458350463  9: 0.034070311718532 

test_14967       0: 0.428369518781958  1: 0.019924891208978  2: 0.019922948759212  3: 0.155490955039300  4: 0.019924930887430  5: 0.226339791581500  6: 0.019930121522480  7: 0.070248436194906  8: 0.019923679155884  9: 0.019924726868352 

test_14968       0: 0.027870488071519  1: 0.027869651532323  2: 0.027869372501272  3: 0.027869420295137  4: 0.027876271272570  5: 0.387259837127672  6: 0.027872044981014  7: 0.389769460561691  8: 0.027872172821095  9: 0.027871280835707 

test_14969       0: 0.020177492893936  1: 0.020177880912288  2: 0.020176578105361  3: 0.020176688292921  4: 0.020178288239414  5: 0.818403344971465  6: 0.020178309712076  7: 0.020176514730490  8: 0.020177804509288  9: 0.020177097632761 

test_14970       0: 0.022224405677654  1: 0.022224192157705  2: 0.022223604265457  3: 0.022223389096256  4: 0.022226747335102  5: 0.568501517567965  6: 0.253704599224393  7: 0.022223351992981  8: 0.022224344618474  9: 0.022223848064012 

test_14971       0: 0.026135154213407  1: 0.026135203003788  2: 0.026135519965206  3: 0.026135688923820  4: 0.026142786448414  5: 0.435957658851733  6: 0.026134900786452  7: 0.026135319861951  8: 0.354952358927098  9: 0.026135409018130 

test_14974       0: 0.023532026154538  1: 0.023531007755355  2: 0.023530564922711  3: 0.023530538638800  4: 0.023530357299528  5: 0.023533753664669  6: 0.537894045522758  7: 0.273853819897376  8: 0.023532066316721  9: 0.023531819827544 

test_14975       0: 0.044754804386910  1: 0.020224925729980  2: 0.020217975567994  3: 0.020217797126797  4: 0.476711509944743  5: 0.020476078581587  6: 0.336736983301403  7: 0.020218424572051  8: 0.020222353305391  9: 0.020219147483144 

test_14978       0: 0.119962397193379  1: 0.486303694378477  2: 0.273539237473766  3: 0.017167802945810  4: 0.017169727574229  5: 0.017177211624761  6: 0.017172553065245  7: 0.017168157292703  8: 0.017168036626883  9: 0.017171181824747 

test_14981       0: 0.026176103286282  1: 0.026176040289805  2: 0.382463251617028  3: 0.026176427093493  4: 0.408112192180988  5: 0.026188307296852  6: 0.026176479128078  7: 0.026176177623085  8: 0.026179155448691  9: 0.026175866035698 

test_14982       0: 0.012307568755532  1: 0.062338010194710  2: 0.012306659348941  3: 0.012305155869406  4: 0.012305752526817  5: 0.012310102086681  6: 0.838993300976706  7: 0.012521795262565  8: 0.012305672592558  9: 0.012305982386083 

test_14983       0: 0.018862048772807  1: 0.157498560587393  2: 0.018862081787501  3: 0.018862043723790  4: 0.018867732395923  5: 0.631994921317840  6: 0.078464901950119  7: 0.018862087963551  8: 0.018863112500505  9: 0.018862509000571 

test_14984       0: 0.012889920245743  1: 0.012934752521397  2: 0.012875595951125  3: 0.012881239969730  4: 0.029754699149090  5: 0.169731106850184  6: 0.614721347114085  7: 0.051018173082719  8: 0.070315536665200  9: 0.012877628450727 

test_14985       0: 0.026250864034843  1: 0.026242306972442  2: 0.026239513179268  3: 0.026236333244617  4: 0.026241014368020  5: 0.665621000209650  6: 0.124457308347615  7: 0.026236331149858  8: 0.026239198231207  9: 0.026236130262481 

test_14986       0: 0.268415215821556  1: 0.025044366097758  2: 0.025043846645222  3: 0.025043634704409  4: 0.025043703193652  5: 0.025043738778127  6: 0.531206222103167  7: 0.025044303943876  8: 0.025043599542915  9: 0.025071369169319 

test_14987       0: 0.191169470920438  1: 0.011587330105989  2: 0.011563251484251  3: 0.011571618892539  4: 0.011563303766554  5: 0.011597724953472  6: 0.651872819813048  7: 0.075937427841124  8: 0.011572890353324  9: 0.011564161869261 

test_14988       0: 0.013209390285713  1: 0.013209557654073  2: 0.013208961864084  3: 0.013208810569217  4: 0.013208975767349  5: 0.013209440510628  6: 0.881117205989635  7: 0.013209063022680  8: 0.013209100429403  9: 0.013209493907217 

test_14993       0: 0.040746711054373  1: 0.690382549454970  2: 0.015400244938844  3: 0.015400611860871  4: 0.015404956927397  5: 0.015457367606875  6: 0.160981714725619  7: 0.015400500304913  8: 0.015416685664925  9: 0.015408657461212 

test_14995       0: 0.380844697370668  1: 0.028231631367483  2: 0.028231852394662  3: 0.028232049736902  4: 0.393290621488964  5: 0.028242342536284  6: 0.028231399597874  7: 0.028231640179834  8: 0.028232111411761  9: 0.028231653915567 

test_14998       0: 0.020546748664594  1: 0.198570119921095  2: 0.020545386718321  3: 0.130294140419736  4: 0.020549326362803  5: 0.527312075326620  6: 0.020545484800696  7: 0.020545998643597  8: 0.020545346883786  9: 0.020545372258751 

test_15000       0: 0.023182736156958  1: 0.023176848578686  2: 0.023175893888268  3: 0.470772021912147  4: 0.023181792442648  5: 0.343762492310699  6: 0.023218782339772  7: 0.023176331602357  8: 0.023176627234127  9: 0.023176473534338 

test_15001       0: 0.124273859028218  1: 0.026931349383352  2: 0.026931754588950  3: 0.026916083216869  4: 0.026933950256181  5: 0.026923863012554  6: 0.180906217111239  7: 0.506347710166524  8: 0.026920419537462  9: 0.026914793698652 

test_15002       0: 0.027380397501747  1: 0.027320598582003  2: 0.027312643811841  3: 0.253746857940852  4: 0.027317032042799  5: 0.527625261610972  6: 0.027341907593031  7: 0.027316632901508  8: 0.027324687534391  9: 0.027313980480857 

test_15004       0: 0.025557195334180  1: 0.288802419288379  2: 0.025556459101244  3: 0.025552927210623  4: 0.025556094117926  5: 0.025563750931042  6: 0.025559848417579  7: 0.506744585463001  8: 0.025552224102006  9: 0.025554496034019 

test_15005       0: 0.161634388445711  1: 0.046417542964711  2: 0.017098793741670  3: 0.347426548733083  4: 0.017119446769285  5: 0.017109086946256  6: 0.315366941645440  7: 0.017111866121984  8: 0.043615881140823  9: 0.017099503491036 

test_15006       0: 0.029339606594061  1: 0.029339525947544  2: 0.029339582354947  3: 0.029339670280085  4: 0.029342933935629  5: 0.735939463334440  6: 0.029339632042430  7: 0.029339611353568  8: 0.029340142033675  9: 0.029339832123620 

test_15011       0: 0.033306932497159  1: 0.033310044673327  2: 0.033309284377844  3: 0.280386690550417  4: 0.453099145435814  5: 0.033366514535176  6: 0.033306996348494  7: 0.033304388402771  8: 0.033304258070076  9: 0.033305745108922 

test_15012       0: 0.024794655273329  1: 0.024795112470944  2: 0.024807668582328  3: 0.024851508830788  4: 0.024808571059525  5: 0.410130465001877  6: 0.391422240790101  7: 0.024794502657479  8: 0.024794555844390  9: 0.024800719489240 

test_15013       0: 0.307036941150100  1: 0.013483429874855  2: 0.013481515375503  3: 0.013482695073796  4: 0.013481217570434  5: 0.036463125590257  6: 0.562092022004369  7: 0.013481471339455  8: 0.013516118533112  9: 0.013481463488120 

test_15016       0: 0.034524720854434  1: 0.034528513728898  2: 0.034524693964242  3: 0.034526017579103  4: 0.034528527610617  5: 0.689267015673317  6: 0.034526531853743  7: 0.034524571528124  8: 0.034524856419509  9: 0.034524550788014 

test_15017       0: 0.016673516052702  1: 0.016674128047843  2: 0.016673090671315  3: 0.016672931527909  4: 0.016672996768821  5: 0.016673193019304  6: 0.849940503163439  7: 0.016673215725284  8: 0.016673015413951  9: 0.016673409609433 

test_15020       0: 0.679945340990152  1: 0.014698366246948  2: 0.014694229772432  3: 0.014699166316171  4: 0.014697775216732  5: 0.014718665646938  6: 0.202463204805548  7: 0.014694226968341  8: 0.014694714796272  9: 0.014694309240468 

test_15023       0: 0.028827879726867  1: 0.028827794348022  2: 0.028827986212362  3: 0.028827936769371  4: 0.028831895619374  5: 0.740545007190088  6: 0.028827684843742  7: 0.028827906864521  8: 0.028828063001294  9: 0.028827845424360 

test_15024       0: 0.793019330179501  1: 0.018406866796054  2: 0.018401008766873  3: 0.018400740358712  4: 0.018415454823800  5: 0.018419578365219  6: 0.059723023455946  7: 0.018401330662522  8: 0.018403682402575  9: 0.018408984188798 

test_15026       0: 0.018909626039126  1: 0.018908293513870  2: 0.018906854166833  3: 0.018906535544431  4: 0.018907759026100  5: 0.829715732614159  6: 0.018920737358163  7: 0.018906731567855  8: 0.019009583634353  9: 0.018908146535110 

test_15027       0: 0.517226470419374  1: 0.030299473760547  2: 0.030299881179153  3: 0.030300115153871  4: 0.030310055638542  5: 0.240362890853870  6: 0.030302546498255  7: 0.030299400162895  8: 0.030299795038383  9: 0.030299371295110 

test_15028       0: 0.020328557852841  1: 0.020328693971457  2: 0.020327305869473  3: 0.020327172810168  4: 0.020329460658990  5: 0.817038619154400  6: 0.020331117901907  7: 0.020327512924646  8: 0.020330178659715  9: 0.020331380196402 

test_15029       0: 0.022474705632660  1: 0.022479080656157  2: 0.229917472879642  3: 0.022472956497850  4: 0.022473600319163  5: 0.590286987619119  6: 0.022475035746882  7: 0.022474095091422  8: 0.022473026583646  9: 0.022473038973460 

test_15031       0: 0.111983713169769  1: 0.152813928110850  2: 0.014387939316270  3: 0.014388790281218  4: 0.014388141307009  5: 0.014398962297417  6: 0.180512996402800  7: 0.014387813255209  8: 0.468345343594762  9: 0.014392372264696 

test_15032       0: 0.022866653378222  1: 0.022872709726347  2: 0.022935036683484  3: 0.077477843868339  4: 0.022867578177421  5: 0.739505172957363  6: 0.022872134131083  7: 0.022865746562965  8: 0.022865566789617  9: 0.022871557725159 

test_15033       0: 0.153709025870160  1: 0.057434712445525  2: 0.014404202385770  3: 0.014407176343745  4: 0.014403268035845  5: 0.014403885737092  6: 0.688020815081640  7: 0.014403672804651  8: 0.014407352672957  9: 0.014405888622615 

test_15037       0: 0.025578920307755  1: 0.025579580462150  2: 0.025572168671839  3: 0.025609230498339  4: 0.025572287419648  5: 0.769696272532502  6: 0.025674566089779  7: 0.025572100794217  8: 0.025571924929781  9: 0.025572948293988 

test_15038       0: 0.021312496490961  1: 0.021309300844259  2: 0.767559476086863  3: 0.021307182042512  4: 0.021309079919955  5: 0.021319259029837  6: 0.021319039093900  7: 0.021309366018151  8: 0.061946878402160  9: 0.021307922071404 

test_15043       0: 0.086768079275832  1: 0.010877227901205  2: 0.010874989607279  3: 0.010875755661672  4: 0.010876097181093  5: 0.010877431188848  6: 0.504300096151192  7: 0.332792134877019  8: 0.010879867109043  9: 0.010878321046818 

test_15045       0: 0.049961635985510  1: 0.017860414043414  2: 0.017836577379701  3: 0.017837335256125  4: 0.017836847091306  5: 0.017841397105488  6: 0.472086224584277  7: 0.129013021854753  8: 0.241886881809771  9: 0.017839664889655 

test_15046       0: 0.100000000000000  1: 0.100000000000000  2: 0.100000000000000  3: 0.100000000000000  4: 0.100000000000000  5: 0.100000000000000  6: 0.100000000000000  7: 0.100000000000000  8: 0.100000000000000  9: 0.100000000000000 

test_15048       0: 0.011263725447811  1: 0.056482922546573  2: 0.011260978058990  3: 0.099151665055863  4: 0.011260905044543  5: 0.011260969937825  6: 0.622168098543015  7: 0.011264899107194  8: 0.011261204091382  9: 0.154624632166805 

test_15049       0: 0.014691751285613  1: 0.014686432606402  2: 0.014683985293257  3: 0.014753322623729  4: 0.014684244050582  5: 0.069037791364788  6: 0.221120924502922  7: 0.014684351954621  8: 0.606969697158143  9: 0.014687499159943 

test_15052       0: 0.021431767010843  1: 0.308804711288306  2: 0.021426037639940  3: 0.021424756604266  4: 0.021465470417721  5: 0.021444066029039  6: 0.021450703212644  7: 0.519642555522691  8: 0.021430985783602  9: 0.021478946490948 

test_15053       0: 0.027660464213231  1: 0.027660279783653  2: 0.027657981288015  3: 0.027658075994383  4: 0.027665381115753  5: 0.350855552741525  6: 0.027664846732117  7: 0.427846807147362  8: 0.027664283448466  9: 0.027666327535494 

