Topic 0
Topic coherence: -2985.35476035
AVG: -2.43702429417
SD:  1.50000500729
acquire bundesbank  0.00132992298479     -3.97029191355/-2985.35476035
bundesbank volcker  0.00132992298479     -3.97029191355/-2985.35476035
bundesbank resort  0.00132992298479     -3.97029191355/-2985.35476035
acquisition currency  0.00132992298479     -3.97029191355/-2985.35476035
bank gnp  0.00132811233949     -3.96488649499/-2985.35476035
bond dlrs  0.00132202800314     -3.9467225925/-2985.35476035
bundesbank pct  0.00131693371953     -3.93151434868/-2985.35476035
acquire rate  0.00131464106687     -3.92466996713/-2985.35476035
gnp pct  0.001311658515     -3.91576599171/-2985.35476035
currency share  0.00130595659428     -3.89874373555/-2985.35476035
bond tender  0.00128320191653     -3.83081295/-2985.35476035
corp dollar  0.0012784788181     -3.81671282562/-2985.35476035
acquire baker  0.00127511227152     -3.80666248977/-2985.35476035
heller volcker  0.00126758457125     -3.78418963392/-2985.35476035
hughes volcker  0.00126758457125     -3.78418963392/-2985.35476035
lt volcker  0.00126758457125     -3.78418963392/-2985.35476035
bid volcker  0.00126758457125     -3.78418963392/-2985.35476035
growth volcker  0.00126567591329     -3.7784916128/-2985.35476035
board bond  0.00126192754909     -3.76730141589/-2985.35476035
mark volcker  0.00125200182837     -3.73766961828/-2985.35476035
bond sale  0.00124939505595     -3.72988747784/-2985.35476035
company currency  0.00124167261692     -3.70683325773/-2985.35476035
bid bond  0.0012409457566     -3.70466332182/-2985.35476035
bond year  0.00124027898641     -3.70267277625/-2985.35476035
growth tender  0.00123886412236     -3.69844890513/-2985.35476035
bond quarter  0.00123804278505     -3.69599692188/-2985.35476035
bond offer  0.00123426003892     -3.6847040827/-2985.35476035
acquisition rate  0.00123385935877     -3.68350791031/-2985.35476035
rate volcker  0.00122210486973     -3.6484165905/-2985.35476035
acquisition dollar  0.00121691781105     -3.63293138018/-2985.35476035
bond business  0.00120222198263     -3.58905911883/-2985.35476035
bond group  0.00119620504266     -3.57109641846/-2985.35476035
bundesbank unit  0.00119410491938     -3.56482680544/-2985.35476035
currency mln  0.00118239731961     -3.52987546672/-2985.35476035
hughes lease  0.0011812199245     -3.52636052462/-2985.35476035
baker bid  0.00117874782054     -3.51898041732/-2985.35476035
gnp tender  0.00117122012027     -3.49650756147/-2985.35476035
acquisition gnp  0.00117122012027     -3.49650756147/-2985.35476035
bid gnp  0.00117122012027     -3.49650756147/-2985.35476035
mln tender  0.00116627888404     -3.48175621838/-2985.35476035
billion tender  0.00115366232117     -3.44409130233/-2985.35476035
earnings tender  0.00114738385112     -3.42534784189/-2985.35476035
bid year  0.00114671763602     -3.42335895347/-2985.35476035
bond stock  0.00113091955579     -3.37619607946/-2985.35476035
dollar share  0.00112779383787     -3.36686470258/-2985.35476035
offer quarter  0.0011275880496     -3.36625035158/-2985.35476035
bond sell  0.00112503807315     -3.35863776724/-2985.35476035
bid earnings  0.00112239228814     -3.35073916039/-2985.35476035
bond pct  0.00112122729962     -3.34726125635/-2985.35476035
acquire dollar  0.00111566322118     -3.33065050831/-2985.35476035
baker tender  0.00110400174538     -3.295836866/-2985.35476035
bond expect  0.00110219232267     -3.2904350973/-2985.35476035
gnp rate  0.00109804129336     -3.2780428022/-2985.35476035
bundesbank lt  0.00109774046841     -3.27714473299/-2985.35476035
currency stock  0.00109562709506     -3.2708355638/-2985.35476035
sale tender  0.00109098628149     -3.25698108894/-2985.35476035
dollar volcker  0.00108773300329     -3.24726889937/-2985.35476035
quarter tender  0.00108631186088     -3.2430262851/-2985.35476035
dollar mln  0.00108485547352     -3.23867845216/-2985.35476035
bid rate  0.00108245855048     -3.23152278657/-2985.35476035
currency dlrs  0.00107966328745     -3.22317793475/-2985.35476035
dollar tender  0.00106820104136     -3.18895906383/-2985.35476035
acquire growth  0.00106263947299     -3.17235580923/-2985.35476035
bond increase  0.00105977892132     -3.16381604769/-2985.35476035
bond u.s.  0.00105613179157     -3.15292807153/-2985.35476035
bid mln  0.00105133066103     -3.13859499361/-2985.35476035
company dollar  0.00105076916126     -3.13691871759/-2985.35476035
bid dollar  0.0010497714562     -3.13394021406/-2985.35476035
growth offer  0.0010468063415     -3.12508829477/-2985.35476035
currency sale  0.00104565118442     -3.12163974107/-2985.35476035
capital lease  0.00104540185909     -3.12089541651/-2985.35476035
gnp mark  0.00104464315307     -3.11863040988/-2985.35476035
billion bond  0.00104362378527     -3.11558723536/-2985.35476035
baker offer  0.00104292975514     -3.11351530921/-2985.35476035
baker earnings  0.00104292975514     -3.11351530921/-2985.35476035
bid increase  0.00103666847817     -3.0948231762/-2985.35476035
gnp sell  0.00103540205486     -3.09104245336/-2985.35476035
gnp lt  0.00103540205486     -3.09104245336/-2985.35476035
bid growth  0.00103349339691     -3.08534443224/-2985.35476035
bid sale  0.00102910616404     -3.07224698574/-2985.35476035
currency offer  0.00102369589835     -3.05609542328/-2985.35476035
bid expect  0.00102141061457     -3.04927304048/-2985.35476035
bank bid  0.00102118374794     -3.04859576311/-2985.35476035
capital hughes  0.00101981931198     -3.04452243772/-2985.35476035
bid hughes  0.00101981931198     -3.04452243772/-2985.35476035
bond hughes  0.00101981931198     -3.04452243772/-2985.35476035
hughes resort  0.00101981931198     -3.04452243772/-2985.35476035
currency hughes  0.00101981931198     -3.04452243772/-2985.35476035
bid lt  0.00101866225188     -3.04106820286/-2985.35476035
expect tender  0.00101665920774     -3.03508840549/-2985.35476035
currency earnings  0.00101427334813     -3.02796576813/-2985.35476035
currency quarter  0.00101393219094     -3.0269472929/-2985.35476035
dlrs tender  0.00101262730764     -3.02305175333/-2985.35476035
rate tender  0.00100771247532     -3.00837923525/-2985.35476035
earnings offer  0.00100207752254     -2.99155690214/-2985.35476035
bid mark  0.000996708868826     -2.97552956624/-2985.35476035
growth share  0.000994778873045     -2.96976784414/-2985.35476035
baker quarter  0.000991294123126     -2.95936462938/-2985.35476035
acquire quarter  0.00099027752579     -2.95632972569/-2985.35476035
board quarter  0.000975387582672     -2.91187796312/-2985.35476035
company growth  0.000972744411646     -2.90398715991/-2985.35476035
dollar stock  0.000971164983764     -2.89927200737/-2985.35476035
dlrs growth  0.000966669244855     -2.88585063181/-2985.35476035
bid unit  0.000961795975912     -2.87130219518/-2985.35476035
bid u.s.  0.000958827736711     -2.86244094815/-2985.35476035
bid billion  0.000957462211311     -2.8583643704/-2985.35476035
bond market  0.000957099852599     -2.85728260109/-2985.35476035
acquisition mark  0.000954783150444     -2.85036642328/-2985.35476035
bond exchange  0.000953927547003     -2.84781214348/-2985.35476035
board lease  0.000949037408111     -2.83321334406/-2985.35476035
bid lease  0.000949037408111     -2.83321334406/-2985.35476035
rate share  0.000947596060943     -2.82891041143/-2985.35476035
dlrs dollar  0.000947205015149     -2.82774300101/-2985.35476035
baker volcker  0.00094656530416     -2.82583323676/-2985.35476035
baker unit  0.00094656530416     -2.82583323676/-2985.35476035
bank tender  0.000944529014819     -2.81975419068/-2985.35476035
board sale  0.000940912083118     -2.80895636641/-2985.35476035
bid currency  0.000940163549701     -2.80672172861/-2985.35476035
dollar offer  0.000938687401485     -2.8023149025/-2985.35476035
bank earnings  0.000937001314544     -2.79728133483/-2985.35476035
capital corp  0.000935770892815     -2.79360808946/-2985.35476035
acquire billion  0.000934121628288     -2.78868444976/-2985.35476035
bid dlrs  0.000928809962633     -2.77282724341/-2985.35476035
newmont tender  0.000928730065539     -2.77258872224/-2985.35476035
business newmont  0.000928730065539     -2.77258872224/-2985.35476035
lease newmont  0.000928730065539     -2.77258872224/-2985.35476035
acquire newmont  0.000928730065539     -2.77258872224/-2985.35476035
newmont volcker  0.000928730065539     -2.77258872224/-2985.35476035
heller newmont  0.000928730065539     -2.77258872224/-2985.35476035
hughes newmont  0.000928730065539     -2.77258872224/-2985.35476035
capital newmont  0.000928730065539     -2.77258872224/-2985.35476035
bid newmont  0.000928730065539     -2.77258872224/-2985.35476035
bond newmont  0.000928730065539     -2.77258872224/-2985.35476035
newmont resort  0.000928730065539     -2.77258872224/-2985.35476035
international newmont  0.000928730065539     -2.77258872224/-2985.35476035
company tender  0.000924230596872     -2.75915621204/-2985.35476035
board mln  0.000924129625523     -2.75885477674/-2985.35476035
bank bond  0.000922435169     -2.75379622289/-2985.35476035
buy currency  0.000918527188518     -2.74212951476/-2985.35476035
acquire earnings  0.000917526059063     -2.73914078817/-2985.35476035
analyst dlrs  0.000917496628095     -2.73905292629/-2985.35476035
dollar sale  0.000914100292193     -2.72891365874/-2985.35476035
bundesbank sale  0.000910286770989     -2.71752894506/-2985.35476035
board year  0.000908952180979     -2.71354472042/-2985.35476035
currency year  0.000908952180979     -2.71354472042/-2985.35476035
company rate  0.000905921746861     -2.7044977995/-2985.35476035
earnings rate  0.000903820324065     -2.69822430695/-2985.35476035
capital mln  0.000902988947655     -2.69574235343/-2985.35476035
resort volcker  0.000899583989453     -2.68557734525/-2985.35476035
buy volcker  0.000899583989453     -2.68557734525/-2985.35476035
analyst tender  0.000898057934126     -2.68102152871/-2985.35476035
bid exchange  0.000897540508165     -2.67947682866/-2985.35476035
currency pct  0.000895026523708     -2.67197169319/-2985.35476035
capital sale  0.000894636062487     -2.67080602793/-2985.35476035
currency sell  0.000892855556761     -2.66549058668/-2985.35476035
capital dlrs  0.000892496255483     -2.6644179449/-2985.35476035
bid corp  0.000890768518452     -2.65926003693/-2985.35476035
mln term  0.000889930048515     -2.65675690671/-2985.35476035
acquire bank  0.000888571147808     -2.65270010602/-2985.35476035
board currency  0.000888101280196     -2.65129738451/-2985.35476035
baker mark  0.000884001246573     -2.63905732962/-2985.35476035
acquire mark  0.000884001246573     -2.63905732962/-2985.35476035
currency group  0.000881914208264     -2.63282677986/-2985.35476035
bid pct  0.000881714762849     -2.63223136454/-2985.35476035
bid market  0.000881677755882     -2.63212088562/-2985.35476035
analyst sale  0.000881394474157     -2.63127518917/-2985.35476035
international lt  0.000879778091248     -2.62644971276/-2985.35476035
bond growth  0.000879564511976     -2.62581210287/-2985.35476035
bond capital  0.000878433773837     -2.62243644838/-2985.35476035
group quarter  0.000874710305564     -2.61132057464/-2985.35476035
earnings lease  0.000874291332945     -2.61006979274/-2985.35476035
baker capital  0.000871819228994     -2.60268968544/-2985.35476035
bank unit  0.000869782939654     -2.59661063937/-2985.35476035
acquisition billion  0.000867196186136     -2.58888826244/-2985.35476035
bundesbank gnp  0.000865557952023     -2.58399755243/-2985.35476035
bid bundesbank  0.000865557952023     -2.58399755243/-2985.35476035
buy quarter  0.000864766998727     -2.58163627625/-2985.35476035
gnp volcker  0.000864291528719     -2.58021682959/-2985.35476035
buy gnp  0.000864291528719     -2.58021682959/-2985.35476035
lt term  0.000861225810666     -2.57106457361/-2985.35476035
unit year  0.000860096387038     -2.56769284341/-2985.35476035
u.s. unit  0.000857573146842     -2.56016007628/-2985.35476035
exchange sale  0.000856385209007     -2.5566136604/-2985.35476035
capital tender  0.000854129344494     -2.54987910454/-2985.35476035
buy growth  0.000854111621758     -2.54982619589/-2985.35476035
exchange mln  0.00085355561526     -2.54816631924/-2985.35476035
bid term  0.000853235456956     -2.54721053312/-2985.35476035
pct tender  0.000852568686763     -2.54521998756/-2985.35476035
analyst bank  0.000851992817682     -2.54350081405/-2985.35476035
currency tender  0.000844951549428     -2.52248013035/-2985.35476035
quarter stock  0.00084445342076     -2.52099303956/-2985.35476035
business mln  0.000843971985729     -2.5195557852/-2985.35476035
rate unit  0.000842748333823     -2.51590275016/-2985.35476035
analyst pct  0.000839533245627     -2.50630457131/-2985.35476035
bond rate  0.000839046986052     -2.50485291397/-2985.35476035
corp international  0.000837768450481     -2.50103603172/-2985.35476035
earnings group  0.000837640819097     -2.50065500676/-2985.35476035
billion unit  0.00083695293067     -2.49860141577/-2985.35476035
analyst company  0.000836926346238     -2.49852205181/-2985.35476035
international tender  0.000836018524973     -2.49581188327/-2985.35476035
capital quarter  0.000834749742527     -2.49202411756/-2985.35476035
billion board  0.000834551712037     -2.49143292629/-2985.35476035
board dlrs  0.000833726463753     -2.4889692674/-2985.35476035
acquisition bank  0.000832365614563     -2.48490664979/-2985.35476035
group tender  0.000831320469986     -2.48178652245/-2985.35476035
dlrs term  0.000830851179446     -2.4803855237/-2985.35476035
currency unit  0.000830474200362     -2.4792601074/-2985.35476035
dollar unit  0.000829770957399     -2.47716067767/-2985.35476035
earnings sell  0.00082946543571     -2.47624858704/-2985.35476035
bundesbank dlrs  0.000826104337591     -2.46621451678/-2985.35476035
analyst bundesbank  0.000826104337591     -2.46621451678/-2985.35476035
bundesbank business  0.000826104337591     -2.46621451678/-2985.35476035
corp mark  0.000825598342684     -2.46470394247/-2985.35476035
exchange quarter  0.000825313384296     -2.46385324059/-2985.35476035
dollar group  0.000825117171131     -2.46326747468/-2985.35476035
bank quarter  0.000824293692291     -2.46080909821/-2985.35476035
dollar earnings  0.000823624572751     -2.45881153901/-2985.35476035
earnings pct  0.00082331185896     -2.4578779774/-2985.35476035
bid capital  0.000823137246754     -2.45735669802/-2985.35476035
board growth  0.000822929256331     -2.45673577282/-2985.35476035
bid company  0.000822730638736     -2.45614282884/-2985.35476035
share term  0.000822544290261     -2.45558651253/-2985.35476035
quarter sell  0.000821852186062     -2.45352033597/-2985.35476035
capital stock  0.00082151886029     -2.45252524028/-2985.35476035
lt u.s.  0.000821131107876     -2.45136766177/-2985.35476035
term year  0.000820642772607     -2.44990980775/-2985.35476035
board unit  0.000820358287243     -2.44906051801/-2985.35476035
acquisition pct  0.000819677444662     -2.44702796138/-2985.35476035
bank business  0.000819018487757     -2.44506074124/-2985.35476035
tender term  0.000818836883759     -2.44451858888/-2985.35476035
board u.s.  0.00081835078445     -2.44306741/-2985.35476035
business currency  0.000817878229556     -2.44165666599/-2985.35476035
acquire expect  0.000816638581969     -2.43795587817/-2985.35476035
earnings stock  0.000816628721397     -2.43792644086/-2985.35476035
international mln  0.000815183973349     -2.4336133554/-2985.35476035
exchange unit  0.000814408133824     -2.43129719918/-2985.35476035
bid sell  0.000814408133824     -2.43129719918/-2985.35476035
stock tender  0.000814210165295     -2.43070619289/-2985.35476035
earnings mark  0.000812460636682     -2.42548322932/-2985.35476035
mark unit  0.000812460636682     -2.42548322932/-2985.35476035
acquisition mln  0.000811266167694     -2.42191731564/-2985.35476035
buy year  0.000811206414375     -2.42173893078/-2985.35476035
rate sell  0.000810822419667     -2.42059257035/-2985.35476035
baker share  0.000810747238752     -2.42036812865/-2985.35476035
corp earnings  0.000808078152399     -2.412399959/-2985.35476035
bid stock  0.000807057539833     -2.40935306842/-2985.35476035
analyst share  0.000806120973377     -2.40655708529/-2985.35476035
board lt  0.000805490145032     -2.40467383889/-2985.35476035
acquire increase  0.000803979966873     -2.40016542133/-2985.35476035
corp gnp  0.000803219538476     -2.3978952728/-2985.35476035
heller hughes  0.000803219538476     -2.3978952728/-2985.35476035
increase volcker  0.000803219538476     -2.3978952728/-2985.35476035
bid heller  0.000803219538476     -2.3978952728/-2985.35476035
bond heller  0.000803219538476     -2.3978952728/-2985.35476035
heller resort  0.000803219538476     -2.3978952728/-2985.35476035
heller term  0.000803219538476     -2.3978952728/-2985.35476035
growth sell  0.00080131088052     -2.39219725168/-2985.35476035
board rate  0.00080082261544     -2.3907396072/-2985.35476035
acquisition capital  0.000800521790485     -2.38984153799/-2985.35476035
capital sell  0.000799998662074     -2.3882798141/-2985.35476035
board earnings  0.000799880953713     -2.38792841288/-2985.35476035
earnings mln  0.000796037701489     -2.37645494156/-2985.35476035
acquisition sale  0.000792912000131     -2.36712361413/-2985.35476035
acquire sale  0.00079092405029     -2.36118887861/-2985.35476035
board dollar  0.00078894170011     -2.35527086006/-2985.35476035
offer rate  0.000787937620552     -2.35227332638/-2985.35476035
business corp  0.000787770809827     -2.35177533718/-2985.35476035
bond mark  0.000787636795597     -2.35137525716/-2985.35476035
buy hughes  0.000787636795597     -2.35137525716/-2985.35476035
bid business  0.000787405543558     -2.35068488779/-2985.35476035
stock unit  0.000786472790567     -2.34790028921/-2985.35476035
acquisition quarter  0.000786060470029     -2.34666936613/-2985.35476035
capital company  0.000785912754452     -2.34622838273/-2985.35476035
baker bond  0.000783935447826     -2.34032542098/-2985.35476035
currency increase  0.00078286758597     -2.3371374745/-2985.35476035
business dlrs  0.000781266800416     -2.33235856173/-2985.35476035
dollar pct  0.000781028076871     -2.33164588726/-2985.35476035
gnp growth  0.000781003537949     -2.33157262987/-2985.35476035
increase unit  0.000780260813554     -2.32935533406/-2985.35476035
